,figure,authenticity,year,band,selling_price_USD,condition,character_type,recorded_sales_updated
972,A-wing pilot,ungraded,1/1/2017,0.4,133.63,loose_figure,rebel,2.1
973,A-wing pilot,ungraded,1/1/2018,0.4,144.28,loose_figure,rebel,2
974,A-wing pilot,ungraded,1/1/2019,0.4,157.52,loose_figure,rebel,1.8
975,A-wing pilot,ungraded,1/1/2020,0.4,167.85,loose_figure,rebel,1.5
976,A-wing pilot,ungraded,1/1/2021,0.4,284.08,loose_figure,rebel,1.4
977,A-wing pilot,ungraded,1/1/2022,0.4,312.29,loose_figure,rebel,2.3
978,A-wing pilot,ungraded,1/1/2023,0.4,263.2,loose_figure,rebel,1.4
979,A-wing pilot,ungraded,1/1/2024,0.4,251.08,loose_figure,rebel,1.6
980,A-wing pilot,ungraded,1/1/2025,0.4,299.89,loose_figure,rebel,1.2
981,A-wing pilot,ungraded,1/1/2013,0.3,43.86,loose_figure,rebel,1.9
982,A-wing pilot,ungraded,1/1/2014,0.3,59,loose_figure,rebel,3.6
983,A-wing pilot,ungraded,1/1/2015,0.3,70.21,loose_figure,rebel,2.7
984,A-wing pilot,ungraded,1/1/2016,0.3,92.23,loose_figure,rebel,2.5
985,A-wing pilot,ungraded,1/1/2017,0.3,125,loose_figure,rebel,2.1
986,A-wing pilot,ungraded,1/1/2018,0.3,136.63,loose_figure,rebel,2
987,A-wing pilot,ungraded,1/1/2019,0.3,152.59,loose_figure,rebel,1.8
988,A-wing pilot,ungraded,1/1/2020,0.3,159.67,loose_figure,rebel,1.5
989,A-wing pilot,ungraded,1/1/2021,0.3,252.49,loose_figure,rebel,1.4
990,A-wing pilot,ungraded,1/1/2022,0.3,299.14,loose_figure,rebel,2.3
991,A-wing pilot,ungraded,1/1/2023,0.3,222.9,loose_figure,rebel,1.4
992,A-wing pilot,ungraded,1/1/2024,0.3,239.8,loose_figure,rebel,1.6
993,A-wing pilot,ungraded,1/1/2025,0.3,270,loose_figure,rebel,1.2
994,A-wing pilot,ungraded,1/1/2013,0.2,42.03,loose_figure,rebel,1.9
995,A-wing pilot,ungraded,1/1/2014,0.2,56.58,loose_figure,rebel,3.6
996,A-wing pilot,ungraded,1/1/2015,0.2,68.13,loose_figure,rebel,2.7
997,A-wing pilot,ungraded,1/1/2016,0.2,80.26,loose_figure,rebel,2.5
998,A-wing pilot,ungraded,1/1/2017,0.2,114.76,loose_figure,rebel,2.1
999,A-wing pilot,ungraded,1/1/2018,0.2,131.18,loose_figure,rebel,2
1000,A-wing pilot,ungraded,1/1/2019,0.2,127.5,loose_figure,rebel,1.8
1001,A-wing pilot,ungraded,1/1/2020,0.2,117.5,loose_figure,rebel,1.5
1002,A-wing pilot,ungraded,1/1/2021,0.2,243.85,loose_figure,rebel,1.4
1003,A-wing pilot,ungraded,1/1/2022,0.2,284.48,loose_figure,rebel,2.3
1004,A-wing pilot,ungraded,1/1/2023,0.2,208.37,loose_figure,rebel,1.4
1005,A-wing pilot,ungraded,1/1/2024,0.2,233.87,loose_figure,rebel,1.6
1006,A-wing pilot,ungraded,1/1/2025,0.2,267.39,loose_figure,rebel,1.2
1007,A-wing pilot,ungraded,1/1/2013,0.1,39.99,loose_figure,rebel,1.9
1008,A-wing pilot,ungraded,1/1/2014,0.1,48.2,loose_figure,rebel,3.6
1009,A-wing pilot,ungraded,1/1/2015,0.1,56.23,loose_figure,rebel,2.7
1010,A-wing pilot,ungraded,1/1/2016,0.1,77.39,loose_figure,rebel,2.5
1011,A-wing pilot,ungraded,1/1/2017,0.1,103.5,loose_figure,rebel,2.1
1012,A-wing pilot,ungraded,1/1/2018,0.1,116.96,loose_figure,rebel,2
1013,A-wing pilot,ungraded,1/1/2019,0.1,116.39,loose_figure,rebel,1.8
1014,A-wing pilot,ungraded,1/1/2020,0.1,115.09,loose_figure,rebel,1.5
1015,A-wing pilot,ungraded,1/1/2021,0.1,205.01,loose_figure,rebel,1.4
1016,A-wing pilot,ungraded,1/1/2022,0.1,275.04,loose_figure,rebel,2.3
1017,A-wing pilot,ungraded,1/1/2023,0.1,153.93,loose_figure,rebel,1.4
1018,A-wing pilot,ungraded,1/1/2024,0.1,142.5,loose_figure,rebel,1.6
1019,A-wing pilot,ungraded,1/1/2025,0.1,265,loose_figure,rebel,1.2
1020,Admiral Ackbar,ungraded,1/1/2013,1,24.99,loose_figure,alien/other,0.6
1021,Admiral Ackbar,ungraded,1/1/2014,1,78.77,loose_figure,alien/other,13
1022,Admiral Ackbar,ungraded,1/1/2015,1,45.12,loose_figure,alien/other,18.1
1023,Admiral Ackbar,ungraded,1/1/2016,1,159.45,loose_figure,alien/other,16.9
1024,Admiral Ackbar,ungraded,1/1/2017,1,102.42,loose_figure,alien/other,13.3
1025,Admiral Ackbar,ungraded,1/1/2018,1,69,loose_figure,alien/other,10.3
1026,Admiral Ackbar,ungraded,1/1/2019,1,42.71,loose_figure,alien/other,11.3
1027,Admiral Ackbar,ungraded,1/1/2020,1,76,loose_figure,alien/other,11.3
1028,Admiral Ackbar,ungraded,1/1/2021,1,90,loose_figure,alien/other,14.5
1029,Admiral Ackbar,ungraded,1/1/2022,1,50.68,loose_figure,alien/other,13.8
1030,Admiral Ackbar,ungraded,1/1/2023,1,61.17,loose_figure,alien/other,15.2
1031,Admiral Ackbar,ungraded,1/1/2024,1,104,loose_figure,alien/other,15.4
1032,Admiral Ackbar,ungraded,1/1/2025,1,34.99,loose_figure,alien/other,10.8
1033,Admiral Ackbar,ungraded,1/1/2013,0.9,12.9,loose_figure,alien/other,0.6
1034,Admiral Ackbar,ungraded,1/1/2014,0.9,14.42,loose_figure,alien/other,13
1035,Admiral Ackbar,ungraded,1/1/2015,0.9,16.21,loose_figure,alien/other,18.1
1036,Admiral Ackbar,ungraded,1/1/2016,0.9,29.72,loose_figure,alien/other,16.9
1037,Admiral Ackbar,ungraded,1/1/2017,0.9,31.48,loose_figure,alien/other,13.3
1038,Admiral Ackbar,ungraded,1/1/2018,0.9,21.67,loose_figure,alien/other,10.3
1039,Admiral Ackbar,ungraded,1/1/2019,0.9,22.5,loose_figure,alien/other,11.3
1040,Admiral Ackbar,ungraded,1/1/2020,0.9,24.5,loose_figure,alien/other,11.3
1041,Admiral Ackbar,ungraded,1/1/2021,0.9,33.66,loose_figure,alien/other,14.5
1042,Admiral Ackbar,ungraded,1/1/2022,0.9,34.34,loose_figure,alien/other,13.8
1043,Admiral Ackbar,ungraded,1/1/2023,0.9,27,loose_figure,alien/other,15.2
1044,Admiral Ackbar,ungraded,1/1/2024,0.9,27.86,loose_figure,alien/other,15.4
1045,Admiral Ackbar,ungraded,1/1/2025,0.9,26.26,loose_figure,alien/other,10.8
1046,Admiral Ackbar,ungraded,1/1/2013,0.8,12.9,loose_figure,alien/other,0.6
1047,Admiral Ackbar,ungraded,1/1/2014,0.8,11.45,loose_figure,alien/other,13
1048,Admiral Ackbar,ungraded,1/1/2015,0.8,13.16,loose_figure,alien/other,18.1
1049,Admiral Ackbar,ungraded,1/1/2016,0.8,19.56,loose_figure,alien/other,16.9
1050,Admiral Ackbar,ungraded,1/1/2017,0.8,21.58,loose_figure,alien/other,13.3
1051,Admiral Ackbar,ungraded,1/1/2018,0.8,17.5,loose_figure,alien/other,10.3
1052,Admiral Ackbar,ungraded,1/1/2019,0.8,17.2,loose_figure,alien/other,11.3
1053,Admiral Ackbar,ungraded,1/1/2020,0.8,20.96,loose_figure,alien/other,11.3
1054,Admiral Ackbar,ungraded,1/1/2021,0.8,27.3,loose_figure,alien/other,14.5
1055,Admiral Ackbar,ungraded,1/1/2022,0.8,27,loose_figure,alien/other,13.8
1056,Admiral Ackbar,ungraded,1/1/2023,0.8,22.72,loose_figure,alien/other,15.2
1057,Admiral Ackbar,ungraded,1/1/2024,0.8,25.27,loose_figure,alien/other,15.4
1058,Admiral Ackbar,ungraded,1/1/2025,0.8,22.99,loose_figure,alien/other,10.8
1059,Admiral Ackbar,ungraded,1/1/2013,0.7,11.69,loose_figure,alien/other,0.6
1060,Admiral Ackbar,ungraded,1/1/2014,0.7,10.02,loose_figure,alien/other,13
1061,Admiral Ackbar,ungraded,1/1/2015,0.7,11.48,loose_figure,alien/other,18.1
1062,Admiral Ackbar,ungraded,1/1/2016,0.7,15.5,loose_figure,alien/other,16.9
1063,Admiral Ackbar,ungraded,1/1/2017,0.7,17.61,loose_figure,alien/other,13.3
1064,Admiral Ackbar,ungraded,1/1/2018,0.7,15.5,loose_figure,alien/other,10.3
1065,Admiral Ackbar,ungraded,1/1/2019,0.7,14.85,loose_figure,alien/other,11.3
1066,Admiral Ackbar,ungraded,1/1/2020,0.7,16.5,loose_figure,alien/other,11.3
1067,Admiral Ackbar,ungraded,1/1/2021,0.7,24,loose_figure,alien/other,14.5
1068,Admiral Ackbar,ungraded,1/1/2022,0.7,24.95,loose_figure,alien/other,13.8
1069,Admiral Ackbar,ungraded,1/1/2023,0.7,20.4,loose_figure,alien/other,15.2
1070,Admiral Ackbar,ungraded,1/1/2024,0.7,24,loose_figure,alien/other,15.4
1071,Admiral Ackbar,ungraded,1/1/2025,0.7,22,loose_figure,alien/other,10.8
1072,Admiral Ackbar,ungraded,1/1/2013,0.6,11.69,loose_figure,alien/other,0.6
1073,Admiral Ackbar,ungraded,1/1/2014,0.6,8.81,loose_figure,alien/other,13
1074,Admiral Ackbar,ungraded,1/1/2015,0.6,9.99,loose_figure,alien/other,18.1
1075,Admiral Ackbar,ungraded,1/1/2016,0.6,13.71,loose_figure,alien/other,16.9
1076,Admiral Ackbar,ungraded,1/1/2017,0.6,14.5,loose_figure,alien/other,13.3
1077,Admiral Ackbar,ungraded,1/1/2018,0.6,14.17,loose_figure,alien/other,10.3
1078,Admiral Ackbar,ungraded,1/1/2019,0.6,13.09,loose_figure,alien/other,11.3
1079,Admiral Ackbar,ungraded,1/1/2020,0.6,15,loose_figure,alien/other,11.3
1080,Admiral Ackbar,ungraded,1/1/2021,0.6,22.08,loose_figure,alien/other,14.5
1081,Admiral Ackbar,ungraded,1/1/2022,0.6,21,loose_figure,alien/other,13.8
1082,Admiral Ackbar,ungraded,1/1/2023,0.6,19.5,loose_figure,alien/other,15.2
1083,Admiral Ackbar,ungraded,1/1/2024,0.6,22.22,loose_figure,alien/other,15.4
1084,Admiral Ackbar,ungraded,1/1/2025,0.6,20.5,loose_figure,alien/other,10.8
1085,Admiral Ackbar,ungraded,1/1/2013,0.5,10.51,loose_figure,alien/other,0.6
1086,Admiral Ackbar,ungraded,1/1/2014,0.5,7.5,loose_figure,alien/other,13
1087,Admiral Ackbar,ungraded,1/1/2015,0.5,8.7,loose_figure,alien/other,18.1
1088,Admiral Ackbar,ungraded,1/1/2016,0.5,12.31,loose_figure,alien/other,16.9
1089,Admiral Ackbar,ungraded,1/1/2017,0.5,12.86,loose_figure,alien/other,13.3
1090,Admiral Ackbar,ungraded,1/1/2018,0.5,12.84,loose_figure,alien/other,10.3
1091,Admiral Ackbar,ungraded,1/1/2019,0.5,12.62,loose_figure,alien/other,11.3
1092,Admiral Ackbar,ungraded,1/1/2020,0.5,14.22,loose_figure,alien/other,11.3
1093,Admiral Ackbar,ungraded,1/1/2021,0.5,19.99,loose_figure,alien/other,14.5
1094,Admiral Ackbar,ungraded,1/1/2022,0.5,19.99,loose_figure,alien/other,13.8
1095,Admiral Ackbar,ungraded,1/1/2023,0.5,17.24,loose_figure,alien/other,15.2
1096,Admiral Ackbar,ungraded,1/1/2024,0.5,20.5,loose_figure,alien/other,15.4
1097,Admiral Ackbar,ungraded,1/1/2025,0.5,18.51,loose_figure,alien/other,10.8
1098,Admiral Ackbar,ungraded,1/1/2013,0.4,10.51,loose_figure,alien/other,0.6
1099,Admiral Ackbar,ungraded,1/1/2014,0.4,6.56,loose_figure,alien/other,13
1100,Admiral Ackbar,ungraded,1/1/2015,0.4,8,loose_figure,alien/other,18.1
1101,Admiral Ackbar,ungraded,1/1/2016,0.4,10.95,loose_figure,alien/other,16.9
1102,Admiral Ackbar,ungraded,1/1/2017,0.4,11.96,loose_figure,alien/other,13.3
1103,Admiral Ackbar,ungraded,1/1/2018,0.4,12.18,loose_figure,alien/other,10.3
1104,Admiral Ackbar,ungraded,1/1/2019,0.4,10.5,loose_figure,alien/other,11.3
1105,Admiral Ackbar,ungraded,1/1/2020,0.4,13.3,loose_figure,alien/other,11.3
1106,Admiral Ackbar,ungraded,1/1/2021,0.4,17.44,loose_figure,alien/other,14.5
1107,Admiral Ackbar,ungraded,1/1/2022,0.4,18.42,loose_figure,alien/other,13.8
1108,Admiral Ackbar,ungraded,1/1/2023,0.4,15.5,loose_figure,alien/other,15.2
1109,Admiral Ackbar,ungraded,1/1/2024,0.4,18.99,loose_figure,alien/other,15.4
1110,Admiral Ackbar,ungraded,1/1/2025,0.4,15.99,loose_figure,alien/other,10.8
1111,Admiral Ackbar,ungraded,1/1/2013,0.3,10.5,loose_figure,alien/other,0.6
1112,Admiral Ackbar,ungraded,1/1/2014,0.3,5.82,loose_figure,alien/other,13
1113,Admiral Ackbar,ungraded,1/1/2015,0.3,7,loose_figure,alien/other,18.1
1114,Admiral Ackbar,ungraded,1/1/2016,0.3,9.72,loose_figure,alien/other,16.9
1115,Admiral Ackbar,ungraded,1/1/2017,0.3,10.5,loose_figure,alien/other,13.3
1116,Admiral Ackbar,ungraded,1/1/2018,0.3,10.5,loose_figure,alien/other,10.3
1117,Admiral Ackbar,ungraded,1/1/2019,0.3,9.71,loose_figure,alien/other,11.3
1118,Admiral Ackbar,ungraded,1/1/2020,0.3,11.97,loose_figure,alien/other,11.3
1119,Admiral Ackbar,ungraded,1/1/2021,0.3,15.86,loose_figure,alien/other,14.5
1120,Admiral Ackbar,ungraded,1/1/2022,0.3,15.5,loose_figure,alien/other,13.8
1121,Admiral Ackbar,ungraded,1/1/2023,0.3,14.51,loose_figure,alien/other,15.2
1122,Admiral Ackbar,ungraded,1/1/2024,0.3,15.22,loose_figure,alien/other,15.4
1123,Admiral Ackbar,ungraded,1/1/2025,0.3,13.99,loose_figure,alien/other,10.8
1124,Admiral Ackbar,ungraded,1/1/2013,0.2,10.5,loose_figure,alien/other,0.6
1125,Admiral Ackbar,ungraded,1/1/2014,0.2,5,loose_figure,alien/other,13
1126,Admiral Ackbar,ungraded,1/1/2015,0.2,5.99,loose_figure,alien/other,18.1
1127,Admiral Ackbar,ungraded,1/1/2016,0.2,8.5,loose_figure,alien/other,16.9
1128,Admiral Ackbar,ungraded,1/1/2017,0.2,9.5,loose_figure,alien/other,13.3
1129,Admiral Ackbar,ungraded,1/1/2018,0.2,8.5,loose_figure,alien/other,10.3
1130,Admiral Ackbar,ungraded,1/1/2019,0.2,7.5,loose_figure,alien/other,11.3
1131,Admiral Ackbar,ungraded,1/1/2020,0.2,10.66,loose_figure,alien/other,11.3
1132,Admiral Ackbar,ungraded,1/1/2021,0.2,13.49,loose_figure,alien/other,14.5
1133,Admiral Ackbar,ungraded,1/1/2022,0.2,14.35,loose_figure,alien/other,13.8
1134,Admiral Ackbar,ungraded,1/1/2023,0.2,12.74,loose_figure,alien/other,15.2
1135,Admiral Ackbar,ungraded,1/1/2024,0.2,12.95,loose_figure,alien/other,15.4
1136,Admiral Ackbar,ungraded,1/1/2025,0.2,12.57,loose_figure,alien/other,10.8
1137,Admiral Ackbar,ungraded,1/1/2013,0.1,4.84,loose_figure,alien/other,0.6
1138,Admiral Ackbar,ungraded,1/1/2014,0.1,4.24,loose_figure,alien/other,13
1139,Admiral Ackbar,ungraded,1/1/2015,0.1,4.2,loose_figure,alien/other,18.1
1140,Admiral Ackbar,ungraded,1/1/2016,0.1,6.99,loose_figure,alien/other,16.9
1141,Admiral Ackbar,ungraded,1/1/2017,0.1,6.99,loose_figure,alien/other,13.3
1142,Admiral Ackbar,ungraded,1/1/2018,0.1,6.95,loose_figure,alien/other,10.3
1143,Admiral Ackbar,ungraded,1/1/2019,0.1,6.18,loose_figure,alien/other,11.3
1144,Admiral Ackbar,ungraded,1/1/2020,0.1,9.9,loose_figure,alien/other,11.3
1145,Admiral Ackbar,ungraded,1/1/2021,0.1,10.5,loose_figure,alien/other,14.5
1146,Admiral Ackbar,ungraded,1/1/2022,0.1,11.5,loose_figure,alien/other,13.8
1147,Admiral Ackbar,ungraded,1/1/2023,0.1,10,loose_figure,alien/other,15.2
1148,Admiral Ackbar,ungraded,1/1/2024,0.1,10,loose_figure,alien/other,15.4
1149,Admiral Ackbar,ungraded,1/1/2025,0.1,9.99,loose_figure,alien/other,10.8
1150,Admiral Ackbar,graded,1/1/2013,1,57.68,loose_figure,alien/other,0.2
1151,Admiral Ackbar,graded,1/1/2014,1,82,loose_figure,alien/other,1.9
1152,Admiral Ackbar,graded,1/1/2015,1,66,loose_figure,alien/other,1.9
1153,Admiral Ackbar,graded,1/1/2016,1,71,loose_figure,alien/other,1.1
1154,Admiral Ackbar,graded,1/1/2017,1,129.96,loose_figure,alien/other,2.4
1155,Admiral Ackbar,graded,1/1/2018,1,260,loose_figure,alien/other,4.2
1156,Admiral Ackbar,graded,1/1/2019,1,130.08,loose_figure,alien/other,4.4
1157,Admiral Ackbar,graded,1/1/2020,1,223.12,loose_figure,alien/other,3.6
1158,Admiral Ackbar,graded,1/1/2021,1,425,loose_figure,alien/other,4.2
1159,Admiral Ackbar,graded,1/1/2022,1,209.28,loose_figure,alien/other,2.4
1160,Admiral Ackbar,graded,1/1/2023,1,304.01,loose_figure,alien/other,3.6
1161,Admiral Ackbar,graded,1/1/2024,1,313,loose_figure,alien/other,5.3
1162,Admiral Ackbar,graded,1/1/2025,1,349.99,loose_figure,alien/other,2
1163,Admiral Ackbar,graded,1/1/2013,0.9,31.84,loose_figure,alien/other,0.2
1164,Admiral Ackbar,graded,1/1/2014,0.9,52.02,loose_figure,alien/other,1.9
1165,Admiral Ackbar,graded,1/1/2015,0.9,61.17,loose_figure,alien/other,1.9
1166,Admiral Ackbar,graded,1/1/2016,0.9,64.78,loose_figure,alien/other,1.1
1167,Admiral Ackbar,graded,1/1/2017,0.9,102.5,loose_figure,alien/other,2.4
1168,Admiral Ackbar,graded,1/1/2018,0.9,102.51,loose_figure,alien/other,4.2
1169,Admiral Ackbar,graded,1/1/2019,0.9,93,loose_figure,alien/other,4.4
1170,Admiral Ackbar,graded,1/1/2020,0.9,102.5,loose_figure,alien/other,3.6
1171,Admiral Ackbar,graded,1/1/2021,0.9,173.05,loose_figure,alien/other,4.2
1172,Admiral Ackbar,graded,1/1/2022,0.9,152.5,loose_figure,alien/other,2.4
1173,Admiral Ackbar,graded,1/1/2023,0.9,198.16,loose_figure,alien/other,3.6
1174,Admiral Ackbar,graded,1/1/2024,0.9,138,loose_figure,alien/other,5.3
1175,Admiral Ackbar,graded,1/1/2025,0.9,243.28,loose_figure,alien/other,2
1176,Admiral Ackbar,graded,1/1/2013,0.8,31.84,loose_figure,alien/other,0.2
1177,Admiral Ackbar,graded,1/1/2014,0.8,50,loose_figure,alien/other,1.9
1178,Admiral Ackbar,graded,1/1/2015,0.8,59.49,loose_figure,alien/other,1.9
1179,Admiral Ackbar,graded,1/1/2016,0.8,62,loose_figure,alien/other,1.1
1180,Admiral Ackbar,graded,1/1/2017,0.8,81.55,loose_figure,alien/other,2.4
1181,Admiral Ackbar,graded,1/1/2018,0.8,81.58,loose_figure,alien/other,4.2
1182,Admiral Ackbar,graded,1/1/2019,0.8,71,loose_figure,alien/other,4.4
1183,Admiral Ackbar,graded,1/1/2020,0.8,99,loose_figure,alien/other,3.6
1184,Admiral Ackbar,graded,1/1/2021,0.8,149.99,loose_figure,alien/other,4.2
1185,Admiral Ackbar,graded,1/1/2022,0.8,150,loose_figure,alien/other,2.4
1186,Admiral Ackbar,graded,1/1/2023,0.8,179.28,loose_figure,alien/other,3.6
1187,Admiral Ackbar,graded,1/1/2024,0.8,121.71,loose_figure,alien/other,5.3
1188,Admiral Ackbar,graded,1/1/2025,0.8,150,loose_figure,alien/other,2
1189,Admiral Ackbar,graded,1/1/2013,0.7,31.84,loose_figure,alien/other,0.2
1190,Admiral Ackbar,graded,1/1/2014,0.7,49.99,loose_figure,alien/other,1.9
1191,Admiral Ackbar,graded,1/1/2015,0.7,51.29,loose_figure,alien/other,1.9
1192,Admiral Ackbar,graded,1/1/2016,0.7,56,loose_figure,alien/other,1.1
1193,Admiral Ackbar,graded,1/1/2017,0.7,76.55,loose_figure,alien/other,2.4
1194,Admiral Ackbar,graded,1/1/2018,0.7,75.81,loose_figure,alien/other,4.2
1195,Admiral Ackbar,graded,1/1/2019,0.7,66.23,loose_figure,alien/other,4.4
1196,Admiral Ackbar,graded,1/1/2020,0.7,89.93,loose_figure,alien/other,3.6
1197,Admiral Ackbar,graded,1/1/2021,0.7,135.83,loose_figure,alien/other,4.2
1198,Admiral Ackbar,graded,1/1/2022,0.7,130.45,loose_figure,alien/other,2.4
1199,Admiral Ackbar,graded,1/1/2023,0.7,160,loose_figure,alien/other,3.6
1200,Admiral Ackbar,graded,1/1/2024,0.7,105,loose_figure,alien/other,5.3
1201,Admiral Ackbar,graded,1/1/2025,0.7,149.95,loose_figure,alien/other,2
1202,Admiral Ackbar,graded,1/1/2013,0.6,31.84,loose_figure,alien/other,0.2
1203,Admiral Ackbar,graded,1/1/2014,0.6,43.67,loose_figure,alien/other,1.9
1204,Admiral Ackbar,graded,1/1/2015,0.6,51,loose_figure,alien/other,1.9
1205,Admiral Ackbar,graded,1/1/2016,0.6,56,loose_figure,alien/other,1.1
1206,Admiral Ackbar,graded,1/1/2017,0.6,66.05,loose_figure,alien/other,2.4
1207,Admiral Ackbar,graded,1/1/2018,0.6,71,loose_figure,alien/other,4.2
1208,Admiral Ackbar,graded,1/1/2019,0.6,62.8,loose_figure,alien/other,4.4
1209,Admiral Ackbar,graded,1/1/2020,0.6,80,loose_figure,alien/other,3.6
1210,Admiral Ackbar,graded,1/1/2021,0.6,127.5,loose_figure,alien/other,4.2
1211,Admiral Ackbar,graded,1/1/2022,0.6,105.5,loose_figure,alien/other,2.4
1212,Admiral Ackbar,graded,1/1/2023,0.6,144.36,loose_figure,alien/other,3.6
1213,Admiral Ackbar,graded,1/1/2024,0.6,96.68,loose_figure,alien/other,5.3
1214,Admiral Ackbar,graded,1/1/2025,0.6,141.18,loose_figure,alien/other,2
1215,Admiral Ackbar,graded,1/1/2013,0.5,31.84,loose_figure,alien/other,0.2
1216,Admiral Ackbar,graded,1/1/2014,0.5,43.5,loose_figure,alien/other,1.9
1217,Admiral Ackbar,graded,1/1/2015,0.5,49.99,loose_figure,alien/other,1.9
1218,Admiral Ackbar,graded,1/1/2016,0.5,55.03,loose_figure,alien/other,1.1
1219,Admiral Ackbar,graded,1/1/2017,0.5,63,loose_figure,alien/other,2.4
1220,Admiral Ackbar,graded,1/1/2018,0.5,61,loose_figure,alien/other,4.2
1221,Admiral Ackbar,graded,1/1/2019,0.5,59.18,loose_figure,alien/other,4.4
1222,Admiral Ackbar,graded,1/1/2020,0.5,73.6,loose_figure,alien/other,3.6
1223,Admiral Ackbar,graded,1/1/2021,0.5,103.61,loose_figure,alien/other,4.2
1224,Admiral Ackbar,graded,1/1/2022,0.5,100,loose_figure,alien/other,2.4
1225,Admiral Ackbar,graded,1/1/2023,0.5,117.5,loose_figure,alien/other,3.6
1226,Admiral Ackbar,graded,1/1/2024,0.5,87.99,loose_figure,alien/other,5.3
1227,Admiral Ackbar,graded,1/1/2025,0.5,119.99,loose_figure,alien/other,2
1228,Admiral Ackbar,graded,1/1/2013,0.4,31.84,loose_figure,alien/other,0.2
1229,Admiral Ackbar,graded,1/1/2014,0.4,41.01,loose_figure,alien/other,1.9
1230,Admiral Ackbar,graded,1/1/2015,0.4,49.79,loose_figure,alien/other,1.9
1231,Admiral Ackbar,graded,1/1/2016,0.4,53.4,loose_figure,alien/other,1.1
1232,Admiral Ackbar,graded,1/1/2017,0.4,53.01,loose_figure,alien/other,2.4
1233,Admiral Ackbar,graded,1/1/2018,0.4,54.31,loose_figure,alien/other,4.2
1234,Admiral Ackbar,graded,1/1/2019,0.4,56.55,loose_figure,alien/other,4.4
1235,Admiral Ackbar,graded,1/1/2020,0.4,67,loose_figure,alien/other,3.6
1236,Admiral Ackbar,graded,1/1/2021,0.4,96,loose_figure,alien/other,4.2
1237,Admiral Ackbar,graded,1/1/2022,0.4,90.69,loose_figure,alien/other,2.4
1238,Admiral Ackbar,graded,1/1/2023,0.4,105.08,loose_figure,alien/other,3.6
1239,Admiral Ackbar,graded,1/1/2024,0.4,81.31,loose_figure,alien/other,5.3
1240,Admiral Ackbar,graded,1/1/2025,0.4,117,loose_figure,alien/other,2
1241,Admiral Ackbar,graded,1/1/2013,0.3,31.84,loose_figure,alien/other,0.2
1242,Admiral Ackbar,graded,1/1/2014,0.3,39.75,loose_figure,alien/other,1.9
1243,Admiral Ackbar,graded,1/1/2015,0.3,46.7,loose_figure,alien/other,1.9
1244,Admiral Ackbar,graded,1/1/2016,0.3,52.23,loose_figure,alien/other,1.1
1245,Admiral Ackbar,graded,1/1/2017,0.3,48,loose_figure,alien/other,2.4
1246,Admiral Ackbar,graded,1/1/2018,0.3,49.68,loose_figure,alien/other,4.2
1247,Admiral Ackbar,graded,1/1/2019,0.3,52.02,loose_figure,alien/other,4.4
1248,Admiral Ackbar,graded,1/1/2020,0.3,61,loose_figure,alien/other,3.6
1249,Admiral Ackbar,graded,1/1/2021,0.3,86.05,loose_figure,alien/other,4.2
1250,Admiral Ackbar,graded,1/1/2022,0.3,87.59,loose_figure,alien/other,2.4
1251,Admiral Ackbar,graded,1/1/2023,0.3,94.12,loose_figure,alien/other,3.6
1252,Admiral Ackbar,graded,1/1/2024,0.3,76.61,loose_figure,alien/other,5.3
1253,Admiral Ackbar,graded,1/1/2025,0.3,86.9,loose_figure,alien/other,2
1254,Admiral Ackbar,graded,1/1/2013,0.2,31.84,loose_figure,alien/other,0.2
1255,Admiral Ackbar,graded,1/1/2014,0.2,34.33,loose_figure,alien/other,1.9
1256,Admiral Ackbar,graded,1/1/2015,0.2,42.99,loose_figure,alien/other,1.9
1257,Admiral Ackbar,graded,1/1/2016,0.2,34.5,loose_figure,alien/other,1.1
1258,Admiral Ackbar,graded,1/1/2017,0.2,46.34,loose_figure,alien/other,2.4
1259,Admiral Ackbar,graded,1/1/2018,0.2,46.05,loose_figure,alien/other,4.2
1260,Admiral Ackbar,graded,1/1/2019,0.2,46.66,loose_figure,alien/other,4.4
1261,Admiral Ackbar,graded,1/1/2020,0.2,52.2,loose_figure,alien/other,3.6
1262,Admiral Ackbar,graded,1/1/2021,0.2,81.61,loose_figure,alien/other,4.2
1263,Admiral Ackbar,graded,1/1/2022,0.2,80.83,loose_figure,alien/other,2.4
1264,Admiral Ackbar,graded,1/1/2023,0.2,86,loose_figure,alien/other,3.6
1265,Admiral Ackbar,graded,1/1/2024,0.2,70.58,loose_figure,alien/other,5.3
1266,Admiral Ackbar,graded,1/1/2025,0.2,79.02,loose_figure,alien/other,2
1267,Admiral Ackbar,graded,1/1/2013,0.1,31.84,loose_figure,alien/other,0.2
1268,Admiral Ackbar,graded,1/1/2014,0.1,31.01,loose_figure,alien/other,1.9
1269,Admiral Ackbar,graded,1/1/2015,0.1,26,loose_figure,alien/other,1.9
1270,Admiral Ackbar,graded,1/1/2016,0.1,32.58,loose_figure,alien/other,1.1
1271,Admiral Ackbar,graded,1/1/2017,0.1,46,loose_figure,alien/other,2.4
1272,Admiral Ackbar,graded,1/1/2018,0.1,39.77,loose_figure,alien/other,4.2
1273,Admiral Ackbar,graded,1/1/2019,0.1,40,loose_figure,alien/other,4.4
1274,Admiral Ackbar,graded,1/1/2020,0.1,50.1,loose_figure,alien/other,3.6
